name,SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS,name
DECOYS2942,c1cc2c(nc(C(F)(F)F)nc2Nc3ccc(O)cc3)cc1,305.259,0.295219338,3,0.2,2,0.4,4,0.25,0,1,4.0978,0.738613261,DECOYS
DECOYS2943,c1cc2c(nc(C(F)(F)F)nc2Nc3cc(O)ccc3)cc1,305.259,0.295219338,3,0.2,2,0.4,4,0.25,0,1,4.0978,0.738613261,DECOYS
DECOYS2944,Cc1onc(N[C@@H](c2c3c(cccc3)[nH]c2C)c4cnccc4)c1,318.38,0.329492678,4,0.266666667,2,0.4,4,0.25,0,1,3.88734,0.706681839,DECOYS
DECOYS2945,Cc1onc(N[C@H](c2c3c(cccc3)[nH]c2C)c4cnccc4)c1,318.38,0.329492678,4,0.266666667,2,0.4,4,0.25,0,1,3.88734,0.706681839,DECOYS
DECOYS2946,Cc1onc(N[C@H](c2c3c(cccc3)[nH]c2C)c4ccncc4)c1,318.38,0.329492678,4,0.266666667,2,0.4,4,0.25,0,1,3.88734,0.706681839,DECOYS
DECOYS2947,Cc1onc(N[C@@H](c2c3c(cccc3)[nH]c2C)c4ccncc4)c1,318.38,0.329492678,4,0.266666667,2,0.4,4,0.25,0,1,3.88734,0.706681839,DECOYS
DECOYS2948,c1cc2c(c(\C=N\Nc3ncc(C(F)(F)F)cc3)c(O)cc2)cc1,331.297,0.363233151,4,0.266666667,2,0.4,4,0.25,0,1,4.4052,0.785252617,DECOYS
DECOYS2949,Cc1c2c(cccc2)nc(N\N=C\c3c(O)ccc(Br)c3)c1,356.223,0.42834231,3,0.2,2,0.4,4,0.25,0,1,4.45732,0.79316037,DECOYS
DECOYS2950,Cc1c2c(cccc2)nc(N\N=C/c3c(O)ccc(Br)c3)c1,356.223,0.42834231,3,0.2,2,0.4,4,0.25,0,1,4.45732,0.79316037,DECOYS
DECOYS2951,Cc1n[nH]c2c1C3=C(C(=O)CC(C)(C)C3)[C@@H](c4ccc(OC)cc4)N2,337.423,0.379234864,2,0.133333333,2,0.4,4,0.25,0,1,3.55432,0.656155363,DECOYS
DECOYS2952,Cc1n[nH]c2c1C3=C(C(=O)CC(C)(C)C3)[C@H](c4ccc(OC)cc4)N2,337.423,0.379234864,2,0.133333333,2,0.4,4,0.25,0,1,3.55432,0.656155363,DECOYS
DECOYS2953,c1cc2c([nH]cc2\C=C\c3noc(c4c(O)cccc4)n3)cc1,303.321,0.290157092,3,0.2,2,0.4,4,0.25,0,1,3.612,0.664906691,DECOYS
DECOYS2954,c1cc2c(c(\C=N\N=C(/Sc(c34)cccc3)\N4)c(O)cc2)cc1,319.389,0.332128285,2,0.133333333,2,0.4,4,0.25,0,1,3.5411,0.654149598,DECOYS
DECOYS2955,COc1c(\C=N\Nc2nc(c3[nH]2)cccc3)c(c4cc1)cccc4,316.364,0.324226688,4,0.266666667,2,0.4,4,0.25,0,1,3.6888,0.676558944,DECOYS
DECOYS2956,CC(C(N(O)[C@@H](c1c2c(cccc2)[nH]c1)C(c3ccc(F)cc3)=N4)=N4)C,350.397,0.413124226,3,0.2,2,0.4,4,0.25,0,1,4.0298,0.728296161,DECOYS
DECOYS2957,c1cc(c2cc1)ccc(OCc3n[nH]c(c4ccc(O)cc4)n3)c2,317.348,0.326796993,4,0.266666667,2,0.4,4,0.25,0,1,3.4276,0.636929146,DECOYS
DECOYS2958,c1cc2c(c(OCc3n[nH]c(c4ccc(O)cc4)n3)ccc2)cc1,317.348,0.326796993,4,0.266666667,2,0.4,4,0.25,0,1,3.4276,0.636929146,DECOYS
DECOYS2959,c1c(C(N(c2ccc(Br)cc2)C(=S)N3)=N3)ccc(O)c1,348.225,0.407450749,2,0.133333333,2,0.4,4,0.25,0,1,3.58309,0.660520407,DECOYS
DECOYS2960,Cc1cc(C)c([C@@H]2C(C#N)=C(N)Oc(c23)n[nH]c3c4ccccc4)cc1,342.402,0.392240501,2,0.133333333,2,0.4,4,0.25,0,1,3.42982,0.637265969,DECOYS
DECOYS2961,Cc1cc(C)c([C@H]2C(C#N)=C(N)Oc(c23)n[nH]c3c4ccccc4)cc1,342.402,0.392240501,2,0.133333333,2,0.4,4,0.25,0,1,3.42982,0.637265969,DECOYS
DECOYS2962,C\C(\c1c(O)ccc(Cl)c1)=N/Nc2nc(c3cc2)cccc3,311.772,0.312231933,3,0.2,2,0.4,4,0.25,0,1,4.4299,0.789000152,DECOYS
DECOYS2963,c1c(Nc2ncnc(c23)ccc(I)c3)ccc(O)c1,363.158,0.446457211,2,0.133333333,2,0.4,4,0.25,0,1,3.6836,0.675769989,DECOYS
DECOYS2964,c1cc(O)cc(Nc2ncnc(c23)ccc(I)c3)c1,363.158,0.446457211,2,0.133333333,2,0.4,4,0.25,0,1,3.6836,0.675769989,DECOYS
DECOYS2965,C[C@H](Sc1ccc(OC)cc1)C(N2c3c(cccc3)CC2)=O,313.422,0.316541895,5,0.333333333,0,0,3,0.125,0,1,3.7651,0.688135336,DECOYS
DECOYS2966,C[C@@H](Sc1ccc(OC)cc1)C(N2c3c(cccc3)CC2)=O,313.422,0.316541895,5,0.333333333,0,0,3,0.125,0,1,3.7651,0.688135336,DECOYS
DECOYS2967,CN(C(c1cc(Oc2ncccc2)ccc1)=O)Cc3ccccc3,318.376,0.32948223,6,0.4,0,0,3,0.125,0,1,4.1461,0.745941435,DECOYS
DECOYS2968,CCCCN1C(=O)c(c2[C@@H]1Sc3ccc(OC)cc3)cccc2,327.449,0.353181797,6,0.4,0,0,3,0.125,0,1,4.742,0.836352602,DECOYS
DECOYS2969,CCCCN1C(=O)c(c2[C@H]1Sc3ccc(OC)cc3)cccc2,327.449,0.353181797,6,0.4,0,0,3,0.125,0,1,4.742,0.836352602,DECOYS
DECOYS2970,C[C@@H]1S[C@@H](c2ccc(OC)cc2)N(CCc3ccccc3)C1=O,327.449,0.353181797,5,0.333333333,0,0,3,0.125,0,1,3.9004,0.708663329,DECOYS
DECOYS2971,C[C@H]1S[C@H](c2ccc(OC)cc2)N(CCc3ccccc3)C1=O,327.449,0.353181797,5,0.333333333,0,0,3,0.125,0,1,3.9004,0.708663329,DECOYS
DECOYS2972,C[C@@H]1S[C@H](c2ccc(OC)cc2)N(CCc3ccccc3)C1=O,327.449,0.353181797,5,0.333333333,0,0,3,0.125,0,1,3.9004,0.708663329,DECOYS
DECOYS2973,C[C@H]1S[C@@H](c2ccc(OC)cc2)N(CCc3ccccc3)C1=O,327.449,0.353181797,5,0.333333333,0,0,3,0.125,0,1,3.9004,0.708663329,DECOYS
DECOYS2974,Cc1ccc(CN(C(c2cc(OC3CCC3)ncc2)=O)C)cc1,310.397,0.308640298,6,0.4,0,0,3,0.125,0,1,3.59352,0.662102868,DECOYS
DECOYS2975,C[C@H]1Sc(c2N(C([C@H]3[C@@H](c4c(OC)cccc4)C3)=O)C1)cccc2,339.46,0.384555708,4,0.266666667,0,0,3,0.125,0,1,4.3261,0.773251403,DECOYS
DECOYS2976,C[C@@H]1Sc(c2N(C([C@H]3[C@@H](c4c(OC)cccc4)C3)=O)C1)cccc2,339.46,0.384555708,4,0.266666667,0,0,3,0.125,0,1,4.3261,0.773251403,DECOYS
DECOYS2977,C[C@@H]1Sc(c2N(C([C@@H]3[C@@H](c4c(OC)cccc4)C3)=O)C1)cccc2,339.46,0.384555708,4,0.266666667,0,0,3,0.125,0,1,4.3261,0.773251403,DECOYS
DECOYS2978,C[C@H]1Sc(c2N(C([C@@H]3[C@@H](c4c(OC)cccc4)C3)=O)C1)cccc2,339.46,0.384555708,4,0.266666667,0,0,3,0.125,0,1,4.3261,0.773251403,DECOYS
DECOYS2979,C[C@H](Oc1ccc(SC)cc1)C(N2c3c(cccc3)CCC2)=O,327.449,0.353181797,5,0.333333333,0,0,3,0.125,0,1,4.1552,0.747322106,DECOYS
DECOYS2980,C[C@@H](Oc1ccc(SC)cc1)C(N2c3c(cccc3)CCC2)=O,327.449,0.353181797,5,0.333333333,0,0,3,0.125,0,1,4.1552,0.747322106,DECOYS
DECOYS2981,CCc1scc(C(N2CC(Oc3c(C)cccc3)C2)=O)c1,301.411,0.285167984,5,0.333333333,0,0,3,0.125,0,1,3.52232,0.651300258,DECOYS
DECOYS2982,C[C@H]1CN(C(c2cc(Oc3ncccc3)ccc2)=O)C[C@H](C)C1,310.397,0.308640298,4,0.266666667,0,0,3,0.125,0,1,3.992,0.722561068,DECOYS
DECOYS2983,C[C@@H]1CN(C(c2cc(Oc3ncccc3)ccc2)=O)C[C@@H](C)C1,310.397,0.308640298,4,0.266666667,0,0,3,0.125,0,1,3.992,0.722561068,DECOYS
DECOYS2984,C[C@H]1CN(C(c2cc(Oc3ncccc3)ccc2)=O)C[C@@H](C)C1,310.397,0.308640298,4,0.266666667,0,0,3,0.125,0,1,3.992,0.722561068,DECOYS
DECOYS2985,CC(N(C(c1oc(c2c1)c(OC)ccc2)=O)Cc3ccccc3)C,323.392,0.342584514,6,0.4,0,0,3,0.125,0,1,4.4922,0.798452435,DECOYS
DECOYS2986,Cc1cc(CN2C(=O)C=CC=C2c3ccc(OC)cc3)cc(C)c1,319.404,0.332167467,4,0.266666667,0,0,3,0.125,0,1,4.18904,0.75245638,DECOYS
DECOYS2987,Cc1ccc(CN2C(=O)C=CC=C2c3ccc(OC)cc3)cc1,305.377,0.295527565,4,0.266666667,0,0,3,0.125,0,1,3.88062,0.705662267,DECOYS
DECOYS2988,COc1c(C(N2c3c(cccc3)CC2)=O)ccc(SC)c1,299.395,0.279901994,4,0.266666667,0,0,3,0.125,0,1,3.62,0.666120467,DECOYS
DECOYS2989,COc1ccc([C@@H]2N(C(c3sccc3)=O)CCC2)cc1,287.384,0.248528083,4,0.266666667,0,0,3,0.125,0,1,3.734,0.68341678,DECOYS
DECOYS2990,COc1ccc([C@H]2N(C(c3sccc3)=O)CCC2)cc1,287.384,0.248528083,4,0.266666667,0,0,3,0.125,0,1,3.734,0.68341678,DECOYS
DECOYS2991,C[C@H](N(C(c1cc(OC2CCC2)ncc1)=O)C)c3ccccc3,310.397,0.308640298,6,0.4,0,0,3,0.125,0,1,3.8461,0.700424822,DECOYS
DECOYS2992,C[C@@H](N(C(c1cc(OC2CCC2)ncc1)=O)C)c3ccccc3,310.397,0.308640298,6,0.4,0,0,3,0.125,0,1,3.8461,0.700424822,DECOYS
DECOYS2993,COc1c(C(N2c3c(cccc3)CCC2)=O)ccc(SC)c1,313.422,0.316541895,4,0.266666667,0,0,3,0.125,0,1,4.0101,0.725307237,DECOYS
DECOYS2994,CC(c1ccc([C@H]2SCC(=O)N2c3ccc(OC)cc3)cc1)C,327.449,0.353181797,4,0.266666667,0,0,3,0.125,0,1,4.5972,0.81438325,DECOYS
DECOYS2995,CC(c1ccc([C@@H]2SCC(=O)N2c3ccc(OC)cc3)cc1)C,327.449,0.353181797,4,0.266666667,0,0,3,0.125,0,1,4.5972,0.81438325,DECOYS
DECOYS2996,Cc1c(CN(C(c2cc(OC3CCC3)ncc2)=O)C)cccc1,310.397,0.308640298,6,0.4,0,0,3,0.125,0,1,3.59352,0.662102868,DECOYS
DECOYS2997,CC(c1c(OC)ccc(CN2C(=O)c(c3C2=O)cccc3)c1)(C)C,323.392,0.342584514,4,0.266666667,0,0,3,0.125,0,1,3.7889,0.691746321,DECOYS
DECOYS2998,CCN(C(c1sc2c(COc(c23)cccc3C)c1)=O)CC,301.411,0.285167984,4,0.266666667,0,0,3,0.125,0,1,4.09792,0.738631467,DECOYS
DECOYS2999,CCN(C(c1ccc(Oc2ncc(C(F)(F)F)cc2)cc1)=O)C,324.302,0.344961524,6,0.4,0,0,3,0.125,0,1,3.9846,0.721438325,DECOYS
DECOYS3000,COc1ccc(CN(C(c2oc(c3c2)cccc3)=O)C4CC4)cc1,321.376,0.337318524,6,0.4,0,0,3,0.125,0,1,4.2462,0.761128812,DECOYS
DECOYS3001,C[C@@H]1N(C(CC2CCC(OC)CC2)=O)c(c3SC1)cccc3,319.47,0.332339865,4,0.266666667,0,0,3,0.125,0,1,4.1091,0.74032772,DECOYS
DECOYS3002,C[C@H]1N(C(CC2CCC(OC)CC2)=O)c(c3SC1)cccc3,319.47,0.332339865,4,0.266666667,0,0,3,0.125,0,1,4.1091,0.74032772,DECOYS
DECOYS3003,CC1CCN(C(c2scc(c3ccc(OC)cc3)c2)=O)CC1,315.438,0.321807885,4,0.266666667,0,0,3,0.125,0,1,4.2958,0.768654225,DECOYS
DECOYS3004,c1cc2c(nc(Nc3ccc(F)cc3)[nH]2)cc1,227.242,0.091431273,2,0.133333333,2,0.4,2,0,0,1,2.9637,0.566545289,DECOYS
DECOYS3005,c1cc(\C=C\c2nc(c3[nH]2)cccc3)c(N)cc1,235.29,0.112453439,2,0.133333333,2,0.4,2,0,0,1,2.8336,0.546806251,DECOYS
DECOYS3006,c1cc2c(nc(Nc3c(Cl)cccc3)[nH]2)cc1,243.697,0.134413349,2,0.133333333,2,0.4,2,0,0,1,3.478,0.644575937,DECOYS
DECOYS3007,C\C(\c1nc(c2[nH]1)cccc2)=C/c3ccc(N)cc3,249.317,0.149093341,2,0.133333333,2,0.4,2,0,0,1,3.2237,0.605993021,DECOYS
DECOYS3008,c1c(N)cc2c(nc(C3(CC(CC4C3)CC5C4)C5)[nH]2)c1,267.376,0.196265222,1,0.066666667,2,0.4,2,0,0,1,3.131,0.591928387,DECOYS
DECOYS3009,CC(c1nc(c2[nH]1)c(Br)cc(N)c2)C,254.131,0.161667981,1,0.066666667,2,0.4,2,0,0,1,2.5491,0.503641329,DECOYS
DECOYS3010,c1cc2c(nc(Nc3c(F)cccc3)[nH]2)cc1,227.242,0.091431273,2,0.133333333,2,0.4,2,0,0,1,2.9637,0.566545289,DECOYS
DECOYS3011,c1[nH]c(c2c1N)ncc(C(F)(F)F)c2Cl,235.596,0.113252741,1,0.066666667,2,0.4,2,0,0,1,2.3354,0.471218328,DECOYS
DECOYS3012,c1cc(c2cc1)cc3c(nc(Cc4ccc(N)cc4)[nH]3)c2,273.339,0.211841164,2,0.133333333,2,0.4,2,0,0,1,3.4072,0.633834016,DECOYS
DECOYS3013,c1cc2c(c3c([nH]c(Cc4ccc(N)cc4)n3)cc2)cc1,273.339,0.211841164,2,0.133333333,2,0.4,2,0,0,1,3.4072,0.633834016,DECOYS
DECOYS3014,Cc1c(Nc2nc(c3[nH]2)cccc3)c(C)ccc1,237.306,0.117719429,2,0.133333333,2,0.4,2,0,0,1,3.44144,0.639028979,DECOYS
DECOYS3015,Cc1c(C)cc(Nc2nc(c3[nH]2)cccc3)cc1,237.306,0.117719429,2,0.133333333,2,0.4,2,0,0,1,3.44144,0.639028979,DECOYS
DECOYS3016,Cc1cc(C)c(Nc2nc(c3[nH]2)cccc3)cc1,237.306,0.117719429,2,0.133333333,2,0.4,2,0,0,1,3.44144,0.639028979,DECOYS
DECOYS3017,Cc1cc(Nc2nc(c3[nH]2)cccc3)c(C)cc1,237.306,0.117719429,2,0.133333333,2,0.4,2,0,0,1,3.44144,0.639028979,DECOYS
DECOYS3018,Cc1c(C)cc(c2nc(c3[nH]2)cc(N)cc3)c(C)c1,251.333,0.154359331,1,0.066666667,2,0.4,2,0,0,1,3.25546,0.610811713,DECOYS
DECOYS3019,Cc1n[nH]c(\N=C/c2c(Cl)[nH]c(c23)cccc3)c1,258.712,0.173634003,2,0.133333333,2,0.4,2,0,0,1,2.63962,0.517375209,DECOYS
DECOYS3020,c1ccc([C@@H](O)c2nc(c3[nH]2)cc(Cl)cc3)cc1,258.708,0.173623555,2,0.133333333,2,0.4,2,0,0,1,2.8161,0.544151115,DECOYS
DECOYS3021,C[C@H](O)c1nc(c2[nH]1)cc(Cl)c(Cl)c2,231.082,0.10146173,1,0.066666667,2,0.4,2,0,0,1,2.4411,0.487255348,DECOYS
DECOYS3022,C[C@@H](O)c1nc(c2[nH]1)cc(Cl)c(Cl)c2,231.082,0.10146173,1,0.066666667,2,0.4,2,0,0,1,2.4411,0.487255348,DECOYS
DECOYS3023,CCCc1nc(c2[nH]1)c(Br)cc(N)c2,254.131,0.161667981,2,0.133333333,2,0.4,2,0,0,1,2.3782,0.477712032,DECOYS
DECOYS3024,c1c2c(cc([C@@H](N)C3CCCCC3)cn2)[nH]c1,229.327,0.096877498,2,0.133333333,2,0.4,2,0,0,1,2.6611,0.520634198,DECOYS
DECOYS3025,c1c2c(cc([C@H](N)C3CCCCC3)cn2)[nH]c1,229.327,0.096877498,2,0.133333333,2,0.4,2,0,0,1,2.6611,0.520634198,DECOYS
DECOYS3026,c1ccc([C@H]2N\C(=N/C#N)\Nc(c23)cccc3)cc1,248.289,0.146408104,1,0.066666667,2,0.4,2,0,0,1,2.62818,0.515639508,DECOYS
DECOYS3027,c1ccc([C@@H]2N\C(=N/C#N)\Nc(c23)cccc3)cc1,248.289,0.146408104,1,0.066666667,2,0.4,2,0,0,1,2.62818,0.515639508,DECOYS
DECOYS3028,c1cc2c([nH]cc2[C@H](O)c3ncc(Cl)cc3)cc1,258.708,0.173623555,2,0.133333333,2,0.4,2,0,0,1,2.8161,0.544151115,DECOYS
DECOYS3029,c1ccc([C@@H](O)C(Nc2c(c34)c(ccc2)ccc3)=N4)cc1,274.323,0.214411468,2,0.133333333,2,0.4,2,0,0,1,3.3159,0.619981793,DECOYS
DECOYS3030,c1cc2c([nH]cc2Sc3c(N)cccc3)cc1,240.331,0.125621026,2,0.133333333,2,0.4,2,0,0,1,3.4194,0.635685025,DECOYS
DECOYS3031,Cc1[nH]c(c2c(Cl)cccc2)c(N)c1C(C)=O,248.713,0.147515633,2,0.133333333,2,0.4,2,0,0,1,2.94642,0.563923532,DECOYS
DECOYS3032,c1ccc(c2n[nH]c3c2[nH]nc3c4ccccc4)cc1,260.3,0.177782015,2,0.133333333,2,0.4,2,0,0,1,2.6562,0.51989076,DECOYS
DECOYS3033,c1ccc([C@@H]2N\C(=N\C#N)\Nc(c23)ccc(Cl)c3)cc1,282.734,0.236381826,1,0.066666667,2,0.4,2,0,0,1,3.28158,0.614774693,DECOYS
DECOYS3034,c1ccc([C@H]2N\C(=N\C#N)\Nc(c23)ccc(Cl)c3)cc1,282.734,0.236381826,1,0.066666667,2,0.4,2,0,0,1,3.28158,0.614774693,DECOYS
DECOYS3035,Cc1ccc(C(c2[nH]c(c3c2N)cccc3)=O)cc1,250.301,0.151663645,2,0.133333333,2,0.4,2,0,0,1,2.80762,0.542864512,DECOYS
DECOYS3036,CC(Nc1cc2c(nc3c([nH]c(c34)cccc4)c2)cc1)=O,275.311,0.216992221,2,0.133333333,2,0.4,2,0,0,1,3.3458,0.624518283,DECOYS
DECOYS3037,Cc1[nH]c(C)c(\C=C(/c2nc(c3[nH]2)cccc3)\C#N)c1,262.316,0.183048005,2,0.133333333,2,0.4,2,0,0,1,2.60822,0.512611136,DECOYS
DECOYS3038,c1ccc([C@@H]2NC(=S)c(c3N2)cccc3)cc1,240.331,0.125621026,1,0.066666667,2,0.4,2,0,0,1,3.076,0.583583675,DECOYS
DECOYS3039,c1cc2c(N[C@@H](c3cc(Cl)ccc3)NC2=O)cc1,258.708,0.173623555,1,0.066666667,2,0.4,2,0,0,1,3.1941,0.601502048,DECOYS
DECOYS3040,c1cc2c(N[C@H](c3cc(Cl)ccc3)NC2=O)cc1,258.708,0.173623555,1,0.066666667,2,0.4,2,0,0,1,3.1941,0.601502048,DECOYS
DECOYS3041,c1cc2c(N[C@@H](c3ccc(Cl)cc3)NC2=O)cc1,258.708,0.173623555,1,0.066666667,2,0.4,2,0,0,1,3.1941,0.601502048,DECOYS
DECOYS3042,c1cc2c(N[C@H](c3ccc(Cl)cc3)NC2=O)cc1,258.708,0.173623555,1,0.066666667,2,0.4,2,0,0,1,3.1941,0.601502048,DECOYS
DECOYS3043,Cc1ccc(c2n(N)c(SCc3nc(Nc4c(C)cccc4)nc(N)n3)nn2)cc1,419.518,0.593675065,6,0.4,3,0.6,10,1,0,1,3.07884,0.584014565,DECOYS
DECOYS3044,COc1c(O)ccc(\C=N\Nc2nc3c(non3)nc2Nc4c(F)cccc4)c1,395.354,0.530556325,6,0.4,3,0.6,10,1,0,1,3.0557,0.580503717,DECOYS
DECOYS3045,COc1c(O)ccc(\C=N\Nc2nc3c(non3)nc2Nc4ccc(F)cc4)c1,395.354,0.530556325,6,0.4,3,0.6,10,1,0,1,3.0557,0.580503717,DECOYS
DECOYS3046,Cc1ccc(Nc2nc3c(non3)nc2NNC(C(=O)c(c45)cccc4)=N5)cc1,386.375,0.507102295,5,0.333333333,3,0.6,10,1,0,1,2.90782,0.558067061,DECOYS
DECOYS3047,Cc1onc(NC(c2sc3c([C@H](c4ccc(OC)cc4)C(C(OC)=O)=C(C)N3)c2N)=O)c1,454.508,0.685072381,7,0.466666667,3,0.6,9,0.875,0,1,3.89202,0.707391898,DECOYS
DECOYS3048,COc1c(OC)c(OC)cc(c2n3c(SCC(c4cc(O)c(O)cc4)=N3)nn2)c1,414.443,0.580418667,5,0.333333333,2,0.4,10,1,0,1,2.7402,0.532635412,DECOYS
DECOYS3049,CCSc1nnc2c(O[C@H](c3cc(OC)c(O)c(OC)c3)Nc(c24)cccc4)n1,412.471,0.575267609,5,0.333333333,2,0.4,9,0.875,0,1,3.8765,0.705037172,DECOYS
DECOYS3050,CCSc1nnc2c(O[C@@H](c3cc(OC)c(O)c(OC)c3)Nc(c24)cccc4)n1,412.471,0.575267609,5,0.333333333,2,0.4,9,0.875,0,1,3.8765,0.705037172,DECOYS
DECOYS3051,COc1c(OC)c(OC)cc(C(N(\N=C\c2c(O)cc(O)cc2)C(=S)N3)=N3)c1,402.432,0.549044756,6,0.4,3,0.6,9,0.875,0,1,2.44499,0.487845547,DECOYS
DECOYS3052,COc1ccc(Nc2sc(SCC(c3cc(O)c(O)cc3)=O)nn2)cc1,389.458,0.515155394,7,0.466666667,3,0.6,9,0.875,0,1,3.6765,0.674692763,DECOYS
DECOYS3053,CCOc1c([N+]([O-])=O)c([C@H]2Oc3c(nnc(SC)n3)c(c4N2)cccc4)ccc1O,427.442,0.614373332,5,0.333333333,2,0.4,10,1,0,1,3.7761,0.689804279,DECOYS
DECOYS3054,CCOc1c([N+]([O-])=O)c([C@@H]2Oc3c(nnc(SC)n3)c(c4N2)cccc4)ccc1O,427.442,0.614373332,5,0.333333333,2,0.4,10,1,0,1,3.7761,0.689804279,DECOYS
DECOYS3055,COc1c(Nc2sc(SCC(c3cc(O)c(O)cc3)=O)nn2)cccc1,389.458,0.515155394,7,0.466666667,3,0.6,9,0.875,0,1,3.6765,0.674692763,DECOYS
DECOYS3056,COc1c(OC)c(OC)cc(C(N(\N=C\c2cc(O)c(O)cc2)C(=S)N3)=N3)c1,402.432,0.549044756,6,0.4,3,0.6,9,0.875,0,1,2.44499,0.487845547,DECOYS
DECOYS3057,Cc1cc(Nc2nc3c(non3)nc2N\N=C\c4cc(OC)c(OC)cc4)ccc1,405.418,0.556844481,7,0.466666667,2,0.4,10,1,0,1,3.52802,0.652165074,DECOYS
DECOYS3058,c1ccc(c2n(c3nonc3N)nnc2C(N\N=C\c4c(O)ccc(c45)cccc5)=O)cc1,440.423,0.648280978,6,0.4,3,0.6,10,1,0,1,2.5222,0.499560006,DECOYS
DECOYS3059,COc1c(OC)cc(\C=N\Nc2nc3c(non3)nc2Nc4ccc(F)cc4)cc1,409.381,0.567196226,7,0.466666667,2,0.4,10,1,0,1,3.3587,0.626475497,DECOYS
DECOYS3060,CCOc1ccc(c2n(N\N=C\c3cc(OC)c(O)cc3)c(S)nn2)cc1,385.449,0.504683492,7,0.466666667,3,0.6,9,0.875,0,1,2.9243,0.56056744,DECOYS
DECOYS3061,Cc1cc(n2nnnc2SCC(C(C#N)=C3Nc(c4N3)cccc4)=O)c(OC)cc1,419.47,0.593549685,6,0.4,2,0.4,10,1,0,1,2.9133,0.558898498,DECOYS
DECOYS3062,COc1c(O)c(OC)cc([C@@H]2C(C#N)=C(N)Oc(c23)[nH]nc3c4cc([N+]([O-])=O)ccc4)c1,435.396,0.635149961,5,0.333333333,3,0.6,9,0.875,0,1,2.44398,0.487692308,DECOYS
DECOYS3063,COc1c(O)c(OC)cc([C@H]2C(C#N)=C(N)Oc(c23)[nH]nc3c4cc([N+]([O-])=O)ccc4)c1,435.396,0.635149961,5,0.333333333,3,0.6,9,0.875,0,1,2.44398,0.487692308,DECOYS
DECOYS3064,COc1c(c2n(N)c(SCC(C(C#N)=C3Nc(c4N3)cccc4)=O)nn2)cccc1,419.47,0.593549685,6,0.4,3,0.6,10,1,0,1,2.60148,0.51158853,DECOYS
DECOYS3065,COc1ccc(Nc2sc(SCC(C(C#N)=C3Nc(c4N3)cccc4)=O)nn2)cc1,436.522,0.638091183,7,0.466666667,3,0.6,10,1,0,1,4.22428,0.757803065,DECOYS
DECOYS3066,COc1ccc(c2oc(SCc3nc(Nc4ccccc4)nc(N)n3)nn2)cc1,407.459,0.562175773,7,0.466666667,2,0.4,10,1,0,1,3.5483,0.655241997,DECOYS
DECOYS3067,Cc1ccc(c2n(c3nonc3N)nnc2C(N\N=C\c4c(O)ccc(Cl)c4)=O)cc1,438.835,0.644132966,6,0.4,3,0.6,10,1,0,1,2.33082,0.470523441,DECOYS
DECOYS3068,CC(Nc1n(nnn1)[C@@H]2c3cc(OC)c(O)cc3)=C2C(Nc4c(OC)cccc4)=O,408.418,0.564680775,6,0.4,3,0.6,9,0.875,0,1,2.3235,0.469412836,DECOYS
DECOYS3069,CC(Nc1n(nnn1)[C@H]2c3cc(OC)c(O)cc3)=C2C(Nc4c(OC)cccc4)=O,408.418,0.564680775,6,0.4,3,0.6,9,0.875,0,1,2.3235,0.469412836,DECOYS
DECOYS3070,Cc1ccc(Nc2nc3c(non3)nc2N\N=C(/C(=O)N4)\c5c4cccc5)cc1,386.375,0.507102295,4,0.266666667,3,0.6,9,0.875,0,1,2.83312,0.546733424,DECOYS
DECOYS3071,Cc1c(Nc2nc3c(non3)nc2N\N=C\c4c(O)ccc(Br)c4)cccc1,440.261,0.647857818,5,0.333333333,3,0.6,9,0.875,0,1,3.97892,0.720576544,DECOYS
DECOYS3072,Cc1ccc(Nc2nc(n3nc(C)cc3C)nc(N\N=C\c4c(O)c(OC)ccc4)n2)cc1,444.499,0.65892789,7,0.466666667,3,0.6,10,1,0,1,3.88636,0.706533151,DECOYS
DECOYS3073,Cc1nn(c2nc(N\N=C\c3c(O)c(OC)ccc3)nc(Nc4ccccc4)n2)c(C)c1,430.472,0.622287989,7,0.466666667,3,0.6,10,1,0,1,3.57794,0.659739038,DECOYS
DECOYS3074,COc1ccc(Nc2scc(CSc3n(N)c(c4occc4)nn3)n2)cc1,400.489,0.543969449,7,0.466666667,2,0.4,10,1,0,1,3.7529,0.686284327,DECOYS
DECOYS3075,CC(Nc1n(ncn1)[C@H]2c3cc(OC)c(O)c([N+]([O-])=O)c3)=C2C(OC4CCCCC4)=O,429.433,0.619574019,6,0.4,2,0.4,10,1,0,1,3.0653,0.581960249,DECOYS
DECOYS3076,CC(Nc1n(ncn1)[C@@H]2c3cc(OC)c(O)c([N+]([O-])=O)c3)=C2C(OC4CCCCC4)=O,429.433,0.619574019,6,0.4,2,0.4,10,1,0,1,3.0653,0.581960249,DECOYS
DECOYS3077,CC(n1ncc(c2c3c(c4c(c(O)c(O)cc4)o3)nc5c2c(O)nn5C(C)C)c1)C,407.43,0.562100022,3,0.2,3,0.6,9,0.875,0,1,4.4728,0.795509027,DECOYS
DECOYS3078,CCOc1ccc(c2n(N\N=C\c3cc(OCC)c(O)cc3)c(S)nn2)cc1,399.476,0.541323393,8,0.533333333,3,0.6,9,0.875,0,1,3.3144,0.61975421,DECOYS
